8.000000000000000000e+00,2.750000000000000000e+02,5.500000000000000000e+00
8.000000000000000000e+00,2.750000000000000000e+02,6.000000000000000000e+00
8.000000000000000000e+00,2.750000000000000000e+02,6.000000000000000000e+00
1.600000000000000000e+01,1.800000000000000000e+02,1.850000000000000000e+01
1.600000000000000000e+01,1.800000000000000000e+02,1.700000000000000000e+01
1.600000000000000000e+01,1.800000000000000000e+02,1.530000000000000071e+01
1.600000000000000000e+01,1.800000000000000000e+02,1.600000000000000000e+01
1.600000000000000000e+01,2.250000000000000000e+02,1.300000000000000000e+01
1.600000000000000000e+01,2.250000000000000000e+02,1.400000000000000000e+01
1.600000000000000000e+01,2.250000000000000000e+02,1.250000000000000000e+01
1.600000000000000000e+01,2.250000000000000000e+02,1.100000000000000000e+01
1.600000000000000000e+01,2.500000000000000000e+02,1.200000000000000000e+01
1.600000000000000000e+01,2.500000000000000000e+02,1.200000000000000000e+01
1.600000000000000000e+01,2.500000000000000000e+02,1.150000000000000000e+01
1.600000000000000000e+01,2.500000000000000000e+02,1.200000000000000000e+01
1.600000000000000000e+01,2.750000000000000000e+02,6.000000000000000000e+00
1.600000000000000000e+01,2.750000000000000000e+02,6.000000000000000000e+00
1.600000000000000000e+01,2.750000000000000000e+02,5.000000000000000000e+00
1.600000000000000000e+01,2.750000000000000000e+02,5.500000000000000000e+00
3.200000000000000000e+01,1.800000000000000000e+02,1.250000000000000000e+01
3.200000000000000000e+01,1.800000000000000000e+02,1.300000000000000000e+01
3.200000000000000000e+01,1.800000000000000000e+02,1.600000000000000000e+01
3.200000000000000000e+01,1.800000000000000000e+02,1.200000000000000000e+01
3.200000000000000000e+01,2.250000000000000000e+02,1.100000000000000000e+01
3.200000000000000000e+01,2.250000000000000000e+02,9.500000000000000000e+00
3.200000000000000000e+01,2.250000000000000000e+02,1.100000000000000000e+01
3.200000000000000000e+01,2.250000000000000000e+02,1.100000000000000000e+01
3.200000000000000000e+01,2.500000000000000000e+02,1.100000000000000000e+01
3.200000000000000000e+01,2.500000000000000000e+02,1.000000000000000000e+01
3.200000000000000000e+01,2.500000000000000000e+02,1.050000000000000000e+01
3.200000000000000000e+01,2.500000000000000000e+02,1.050000000000000000e+01
3.200000000000000000e+01,2.750000000000000000e+02,2.700000000000000178e+00
3.200000000000000000e+01,2.750000000000000000e+02,2.700000000000000178e+00
3.200000000000000000e+01,2.750000000000000000e+02,2.500000000000000000e+00
3.200000000000000000e+01,2.750000000000000000e+02,2.399999999999999911e+00
4.800000000000000000e+01,1.800000000000000000e+02,1.300000000000000000e+01
4.800000000000000000e+01,1.800000000000000000e+02,1.350000000000000000e+01
4.800000000000000000e+01,1.800000000000000000e+02,1.650000000000000000e+01
4.800000000000000000e+01,1.800000000000000000e+02,1.359999999999999964e+01
4.800000000000000000e+01,2.250000000000000000e+02,1.150000000000000000e+01
4.800000000000000000e+01,2.250000000000000000e+02,1.050000000000000000e+01
4.800000000000000000e+01,2.250000000000000000e+02,1.350000000000000000e+01
4.800000000000000000e+01,2.250000000000000000e+02,1.200000000000000000e+01
4.800000000000000000e+01,2.500000000000000000e+02,7.000000000000000000e+00
4.800000000000000000e+01,2.500000000000000000e+02,6.900000000000000355e+00
4.800000000000000000e+01,2.500000000000000000e+02,8.800000000000000711e+00
4.800000000000000000e+01,2.500000000000000000e+02,7.900000000000000355e+00
4.800000000000000000e+01,2.750000000000000000e+02,1.199999999999999956e+00
4.800000000000000000e+01,2.750000000000000000e+02,1.500000000000000000e+00
4.800000000000000000e+01,2.750000000000000000e+02,1.000000000000000000e+00
4.800000000000000000e+01,2.750000000000000000e+02,1.500000000000000000e+00
6.400000000000000000e+01,1.800000000000000000e+02,1.300000000000000000e+01
6.400000000000000000e+01,1.800000000000000000e+02,1.250000000000000000e+01
6.400000000000000000e+01,1.800000000000000000e+02,1.650000000000000000e+01
6.400000000000000000e+01,1.800000000000000000e+02,1.600000000000000000e+01
6.400000000000000000e+01,2.250000000000000000e+02,1.100000000000000000e+01
6.400000000000000000e+01,2.250000000000000000e+02,1.150000000000000000e+01
6.400000000000000000e+01,2.250000000000000000e+02,1.050000000000000000e+01
6.400000000000000000e+01,2.250000000000000000e+02,1.000000000000000000e+01
6.400000000000000000e+01,2.500000000000000000e+02,7.269999999999999574e+00
6.400000000000000000e+01,2.500000000000000000e+02,7.500000000000000000e+00
6.400000000000000000e+01,2.500000000000000000e+02,6.700000000000000178e+00
6.400000000000000000e+01,2.500000000000000000e+02,7.599999999999999645e+00
6.400000000000000000e+01,2.750000000000000000e+02,1.500000000000000000e+00
6.400000000000000000e+01,2.750000000000000000e+02,1.000000000000000000e+00
6.400000000000000000e+01,2.750000000000000000e+02,1.199999999999999956e+00
6.400000000000000000e+01,2.750000000000000000e+02,1.199999999999999956e+00
